delivery_order_id,source_order_number,shipment_number,order_date,planned_delivery_timestamp,actual_delivery_timestamp,customer_id,driver_id,route_id,vehicle_id,sales_organization_id,missed_reason_code,ordered_cases,delivered_cases,undelivered_cases,total_sales_amount,planned_stop_count,actual_stop_count,delivery_delay_minutes,hotshot_flag,off_day_flag,on_time_flag,in_full_flag,otif_flag,sla_flag,missed_delivery_flag,delivery_status
DEL000000011,ORD000000011,SHP000000011,2024-11-29,2024-11-30 02:23:10,2024-11-30 02:42:10,CUST001817,DRV00024,ROUTE00023,VEH00022,SO0006,,128.47,128.47,0.0,2356.93,1,1,19.0,False,False,False,True,False,True,False,Completed
DEL000000012,ORD000000012,SHP000000012,2025-10-03,2025-10-04 23:38:28,2025-10-04 23:44:28,CUST001795,DRV00063,ROUTE00064,VEH00062,SO0016,,123.2,123.2,0.0,1796.67,1,1,6.0,False,False,True,True,True,True,False,Completed
DEL000000013,ORD000000013,SHP000000013,2024-01-11,2024-01-12 05:59:49,2024-01-12 05:05:49,CUST001358,DRV00034,ROUTE00033,VEH00033,SO0009,,116.81,116.81,0.0,2728.79,1,1,-54.0,False,False,True,True,True,True,False,Completed
DEL000000014,ORD000000014,SHP000000014,2024-12-24,2024-12-25 16:31:37,2024-12-25 15:40:37,CUST000668,DRV00171,ROUTE00172,VEH00172,SO0043,,45.9,45.9,0.0,714.27,1,1,-51.0,False,False,True,True,True,True,False,Completed
DEL000000015,ORD000000015,SHP000000015,2025-10-06,2025-10-07 06:22:24,2025-10-07 05:24:24,CUST000967,DRV00140,ROUTE00138,VEH00138,SO0035,,67.71,66.13,1.58,1440.49,1,1,-58.0,False,False,True,False,False,True,False,Completed
DEL000000016,ORD000000016,SHP000000016,2025-11-03,2025-11-04 00:58:00,2025-11-04 00:37:00,CUST002221,DRV00152,ROUTE00152,VEH00151,SO0038,,44.04,44.04,0.0,818.64,1,1,-21.0,True,False,True,True,True,True,False,Completed
DEL000000017,ORD000000017,SHP000000017,2026-02-17,2026-02-18 07:16:33,2026-02-18 06:36:33,CUST001344,DRV00090,ROUTE00089,VEH00092,SO0023,,20.39,20.39,0.0,355.85,1,1,-40.0,False,False,True,True,True,True,False,Completed
DEL000000018,ORD000000018,SHP000000018,2025-06-07,2025-06-08 17:50:38,2025-06-08 19:40:38,CUST001250,DRV00080,ROUTE00079,VEH00078,SO0020,,87.81,87.81,0.0,2182.44,1,1,110.0,False,False,False,True,False,False,False,Completed
DEL000000019,ORD000000019,SHP000000019,2026-05-08,2026-05-09 10:26:18,2026-05-09 12:49:18,CUST000089,DRV00077,ROUTE00078,VEH00079,SO0020,,126.08,126.08,0.0,2708.52,1,1,143.0,False,False,False,True,False,False,False,Completed
DEL000000020,ORD000000020,SHP000000020,2024-12-02,2024-12-03 08:51:17,2024-12-03 09:34:17,CUST001220,DRV00073,ROUTE00076,VEH00076,SO0019,,102.57,102.57,0.0,2506.53,1,1,43.0,False,False,False,True,False,False,False,Completed
DEL000000021,ORD000000021,SHP000000021,2026-01-21,2026-01-22 09:40:25,2026-01-22 09:24:25,CUST000089,DRV00080,ROUTE00079,VEH00078,SO0020,,135.54,135.54,0.0,3327.9,1,1,-16.0,False,False,True,True,True,True,False,Completed
DEL000000022,ORD000000022,SHP000000022,2025-08-25,2025-08-26 14:23:02,2025-08-26 13:55:02,CUST002201,DRV00003,ROUTE00002,VEH00004,SO0001,,140.74,140.74,0.0,2370.3,1,1,-28.0,False,False,True,True,True,True,False,Completed
DEL000000023,ORD000000023,SHP000000023,2025-01-13,2025-01-14 05:50:04,2025-01-14 05:01:04,CUST001072,DRV00144,ROUTE00142,VEH00142,SO0036,,49.48,49.48,0.0,932.1,1,1,-49.0,False,False,True,True,True,True,False,Completed
DEL000000024,ORD000000024,SHP000000024,2024-07-01,2024-07-02 14:59:52,2024-07-02 15:07:52,CUST002104,DRV00184,ROUTE00184,VEH00182,SO0046,,62.22,62.22,0.0,1583.71,1,1,8.0,False,False,True,True,True,True,False,Completed
DEL000000025,ORD000000025,SHP000000025,2026-07-16,2026-07-17 12:00:52,2026-07-17 11:25:52,CUST000241,DRV00068,ROUTE00066,VEH00067,SO0017,,70.33,70.33,0.0,1430.61,1,1,-35.0,False,False,True,True,True,True,False,Completed
DEL000000026,ORD000000026,SHP000000026,2024-08-10,2024-08-11 03:52:46,2024-08-11 03:09:46,CUST001789,DRV00075,ROUTE00076,VEH00074,SO0019,,82.68,82.68,0.0,1268.32,1,1,-43.0,False,False,True,True,True,True,False,Completed
DEL000000027,ORD000000027,SHP000000027,2024-05-31,2024-06-01 01:09:39,2024-06-01 01:13:39,CUST000371,DRV00018,ROUTE00019,VEH00017,SO0005,,76.45,76.45,0.0,1175.61,1,1,4.0,False,False,True,True,True,True,False,Completed
DEL000000028,ORD000000028,SHP000000028,2024-12-10,2024-12-11 22:23:08,2024-12-11 21:23:08,CUST001499,DRV00164,ROUTE00163,VEH00164,SO0041,,35.04,35.04,0.0,567.6,1,1,-60.0,False,False,True,True,True,True,False,Completed
DEL000000029,ORD000000029,SHP000000029,2026-04-14,2026-04-15 13:47:00,2026-04-15 13:08:00,CUST001189,DRV00049,ROUTE00050,VEH00049,SO0013,,168.93,168.93,0.0,2895.17,1,1,-39.0,False,False,True,True,True,True,False,Completed
DEL000000030,ORD000000030,SHP000000030,2026-06-06,2026-06-07 09:11:31,2026-06-07 09:25:31,CUST000041,DRV00138,ROUTE00137,VEH00139,SO0035,,54.59,54.59,0.0,1182.63,1,1,14.0,False,False,True,True,True,True,False,Completed
DEL000000031,ORD000000031,SHP000000031,2024-05-31,2024-06-01 07:34:02,2024-06-01 07:32:02,CUST000349,DRV00072,ROUTE00069,VEH00070,SO0018,,39.21,39.21,0.0,896.06,1,1,-2.0,False,False,True,True,True,True,False,Completed
DEL000000032,ORD000000032,SHP000000032,2024-07-11,2024-07-12 07:39:21,2024-07-12 06:52:21,CUST000455,DRV00021,ROUTE00024,VEH00022,SO0006,,50.36,50.36,0.0,1130.33,1,1,-47.0,False,False,True,True,True,True,False,Completed
DEL000000033,ORD000000033,SHP000000033,2025-12-29,2025-12-30 08:45:15,2025-12-30 08:01:15,CUST001550,DRV00087,ROUTE00088,VEH00087,SO0022,,49.15,49.15,0.0,910.27,1,1,-44.0,False,False,True,True,True,True,False,Completed
DEL000000034,ORD000000034,SHP000000034,2026-03-25,2026-03-26 10:04:14,2026-03-26 09:33:14,CUST001873,DRV00117,ROUTE00119,VEH00117,SO0030,,93.32,93.32,0.0,2199.69,1,1,-31.0,False,False,True,True,True,True,False,Completed
DEL000000035,ORD000000035,SHP000000035,2024-04-25,2024-04-26 18:37:34,2024-04-26 18:13:34,CUST000150,DRV00039,ROUTE00040,VEH00037,SO0010,,93.3,93.3,0.0,1872.03,1,1,-24.0,False,False,True,True,True,True,False,Completed
DEL000000036,ORD000000036,SHP000000036,2026-06-10,2026-06-11 14:18:27,2026-06-11 13:52:27,CUST001634,DRV00138,ROUTE00138,VEH00139,SO0035,,47.24,47.24,0.0,1126.3,1,1,-26.0,False,False,True,True,True,True,False,Completed
DEL000000037,ORD000000037,SHP000000037,2025-09-26,2025-09-27 20:37:09,2025-09-27 19:52:09,CUST000026,DRV00097,ROUTE00098,VEH00100,SO0025,,146.39,146.39,0.0,3849.51,1,1,-45.0,False,False,True,True,True,True,False,Completed
DEL000000038,ORD000000038,SHP000000038,2024-10-11,2024-10-12 06:04:39,2024-10-12 06:05:39,CUST000676,DRV00113,ROUTE00114,VEH00116,SO0029,,87.99,87.99,0.0,1337.34,1,1,1.0,False,False,True,True,True,True,False,Completed
DEL000000039,ORD000000039,SHP000000039,2024-11-25,2024-11-26 05:24:12,2024-11-26 06:56:12,CUST000275,DRV00190,ROUTE00192,VEH00192,SO0048,,93.71,93.71,0.0,1747.15,1,1,92.0,False,False,False,True,False,False,False,Completed
DEL000000040,ORD000000040,SHP000000040,2025-03-13,2025-03-14 19:05:16,2025-03-14 18:59:16,CUST000841,DRV00175,ROUTE00174,VEH00173,SO0044,,55.98,55.98,0.0,827.47,1,1,-6.0,False,False,True,True,True,True,False,Completed
DEL000000041,ORD000000041,SHP000000041,2025-09-19,2025-09-20 19:11:57,2025-09-20 18:45:57,CUST001617,DRV00189,ROUTE00191,VEH00192,SO0048,,98.37,98.37,0.0,2611.41,1,1,-26.0,False,False,True,True,True,True,False,Completed
DEL000000042,ORD000000042,SHP000000042,2026-04-25,2026-04-26 20:03:43,2026-04-26 20:12:43,CUST000658,DRV00162,ROUTE00163,VEH00161,SO0041,,41.01,41.01,0.0,752.81,1,1,9.0,False,False,True,True,True,True,False,Completed
DEL000000043,ORD000000043,SHP000000043,2026-02-24,2026-02-25 16:50:24,2026-02-25 16:21:24,CUST000298,DRV00169,ROUTE00170,VEH00172,SO0043,,95.31,95.31,0.0,2223.17,1,1,-29.0,False,False,True,True,True,True,False,Completed
DEL000000044,ORD000000044,SHP000000044,2026-07-10,2026-07-11 10:46:40,2026-07-11 10:29:40,CUST000170,DRV00082,ROUTE00083,VEH00081,SO0021,,49.51,49.51,0.0,1044.97,1,1,-17.0,False,False,True,True,True,True,False,Completed
DEL000000045,ORD000000045,SHP000000045,2025-03-15,2025-03-16 09:34:12,2025-03-16 08:39:12,CUST002386,DRV00102,ROUTE00101,VEH00101,SO0026,,81.52,81.52,0.0,1602.36,1,1,-55.0,True,False,True,True,True,True,False,Completed
DEL000000046,ORD000000046,SHP000000046,2024-07-08,2024-07-09 18:27:58,2024-07-09 20:06:58,CUST001977,DRV00150,ROUTE00151,VEH00149,SO0038,,94.24,75.09,19.15,1101.7,1,1,99.0,False,False,False,False,False,False,False,Completed
DEL000000047,ORD000000047,SHP000000047,2024-01-31,2024-02-01 05:39:40,2024-02-01 07:22:40,CUST000306,DRV00064,ROUTE00061,VEH00063,SO0016,,134.13,134.13,0.0,2256.8,1,1,103.0,False,False,False,True,False,False,False,Completed
DEL000000048,ORD000000048,SHP000000048,2025-03-01,2025-03-02 14:00:26,2025-03-02 13:54:26,CUST000064,DRV00161,ROUTE00163,VEH00162,SO0041,,74.63,74.63,0.0,1231.27,1,1,-6.0,False,False,True,True,True,True,False,Completed
DEL000000049,ORD000000049,SHP000000049,2025-03-29,2025-03-30 04:11:39,2025-03-30 03:33:39,CUST001491,DRV00177,ROUTE00178,VEH00180,SO0045,,79.08,79.08,0.0,1722.07,1,1,-38.0,False,False,True,True,True,True,False,Completed
DEL000000050,ORD000000050,SHP000000050,2025-10-31,2025-11-01 06:08:38,2025-11-01 05:23:38,CUST000710,DRV00059,ROUTE00060,VEH00058,SO0015,,48.44,48.44,0.0,1145.94,1,1,-45.0,False,False,True,True,True,True,False,Completed
DEL000000051,ORD000000051,SHP000000051,2024-07-20,2024-07-21 13:46:00,2024-07-21 13:04:00,CUST001974,DRV00008,ROUTE00007,VEH00006,SO0002,,105.42,105.42,0.0,1927.72,1,1,-42.0,False,False,True,True,True,True,False,Completed
DEL000000052,ORD000000052,SHP000000052,2025-03-18,2025-03-19 06:28:18,2025-03-19 06:34:18,CUST000146,DRV00068,ROUTE00068,VEH00067,SO0017,,125.57,125.57,0.0,3379.93,1,1,6.0,False,False,True,True,True,True,False,Completed
DEL000000053,ORD000000053,SHP000000053,2025-06-30,2025-07-01 02:53:52,2025-07-01 03:53:52,CUST001676,DRV00138,ROUTE00138,VEH00139,SO0035,,62.96,62.96,0.0,1309.18,1,1,60.0,False,False,False,True,False,False,False,Completed
DEL000000054,ORD000000054,SHP000000054,2026-03-18,2026-03-19 09:49:15,2026-03-19 09:13:15,CUST002002,DRV00084,ROUTE00083,VEH00082,SO0021,,213.41,156.93,56.48,2759.82,1,1,-36.0,False,False,True,False,False,True,False,Completed
DEL000000055,ORD000000055,SHP000000055,2024-08-24,2024-08-25 05:35:52,2024-08-25 05:09:52,CUST001325,DRV00018,ROUTE00020,VEH00019,SO0005,,159.59,159.59,0.0,4162.02,1,1,-26.0,False,False,True,True,True,True,False,Completed
DEL000000056,ORD000000056,SHP000000056,2026-06-15,2026-06-16 08:59:51,2026-06-16 09:04:51,CUST002067,DRV00067,ROUTE00068,VEH00065,SO0017,,128.02,128.02,0.0,3114.48,1,1,5.0,False,False,True,True,True,True,False,Completed
DEL000000057,ORD000000057,SHP000000057,2024-07-22,2024-07-23 11:06:51,2024-07-23 10:59:51,CUST001696,DRV00164,ROUTE00162,VEH00161,SO0041,,72.91,52.03,20.88,1190.65,1,1,-7.0,False,False,True,False,False,True,False,Completed
DEL000000058,ORD000000058,SHP000000058,2025-08-06,2025-08-07 19:07:47,2025-08-07 18:22:47,CUST001099,DRV00158,ROUTE00159,VEH00157,SO0040,,102.0,102.0,0.0,1662.71,1,1,-45.0,True,False,True,True,True,True,False,Completed
DEL000000059,ORD000000059,SHP000000059,2026-01-19,2026-01-20 09:22:04,2026-01-20 09:23:04,CUST001199,DRV00172,ROUTE00170,VEH00172,SO0043,,60.24,60.24,0.0,1256.39,1,1,1.0,False,False,True,True,True,True,False,Completed
DEL000000060,ORD000000060,SHP000000060,2026-06-15,2026-06-16 09:15:40,2026-06-16 08:17:40,CUST000267,DRV00143,ROUTE00143,VEH00144,SO0036,,64.48,64.48,0.0,1726.12,1,1,-58.0,False,False,True,True,True,True,False,Completed
DEL000000061,ORD000000061,SHP000000061,2025-01-16,2025-01-17 00:45:23,2025-01-17 00:32:23,CUST001025,DRV00165,ROUTE00165,VEH00165,SO0042,,110.39,110.39,0.0,2773.34,1,1,-13.0,False,False,True,True,True,True,False,Completed
DEL000000062,ORD000000062,SHP000000062,2025-09-20,2025-09-21 10:37:41,2025-09-21 10:37:41,CUST000439,DRV00010,ROUTE00009,VEH00010,SO0003,,42.57,42.57,0.0,1128.13,1,1,0.0,False,False,True,True,True,True,False,Completed
DEL000000063,ORD000000063,SHP000000063,2025-01-03,2025-01-04 22:47:07,2025-01-04 22:16:07,CUST001911,DRV00026,ROUTE00025,VEH00025,SO0007,,54.24,54.24,0.0,1051.61,1,1,-31.0,False,False,True,True,True,True,False,Completed
DEL000000064,ORD000000064,SHP000000064,2025-08-28,2025-08-29 10:36:15,2025-08-29 09:58:15,CUST001864,DRV00148,ROUTE00148,VEH00147,SO0037,,43.08,43.08,0.0,881.88,1,1,-38.0,False,False,True,True,True,True,False,Completed
DEL000000065,ORD000000065,SHP000000065,2024-06-22,2024-06-23 14:04:23,2024-06-23 13:37:23,CUST001232,DRV00014,ROUTE00013,VEH00013,SO0004,,64.23,64.23,0.0,1627.9,1,1,-27.0,False,False,True,True,True,True,False,Completed
DEL000000066,ORD000000066,SHP000000066,2026-07-23,2026-07-24 09:33:14,2026-07-24 08:34:14,CUST001819,DRV00053,ROUTE00056,VEH00053,SO0014,,76.73,76.73,0.0,1199.93,1,1,-59.0,False,False,True,True,True,True,False,Completed
DEL000000067,ORD000000067,SHP000000067,2025-12-10,2025-12-11 16:36:57,2025-12-11 16:30:57,CUST001414,DRV00096,ROUTE00095,VEH00093,SO0024,,55.59,55.59,0.0,864.86,1,1,-6.0,False,False,True,True,True,True,False,Completed
DEL000000068,ORD000000068,SHP000000068,2024-07-31,2024-08-01 17:03:37,2024-08-01 16:54:37,CUST000819,DRV00157,ROUTE00157,VEH00159,SO0040,,51.2,51.2,0.0,867.32,1,1,-9.0,False,False,True,True,True,True,False,Completed
DEL000000069,ORD000000069,SHP000000069,2025-05-01,2025-05-02 15:26:58,2025-05-02 15:35:58,CUST000451,DRV00017,ROUTE00017,VEH00018,SO0005,,103.15,103.15,0.0,2770.11,1,1,9.0,False,False,True,True,True,True,False,Completed
DEL000000070,ORD000000070,SHP000000070,2025-09-19,2025-09-20 17:04:32,2025-09-20 18:24:32,CUST001335,DRV00138,ROUTE00138,VEH00138,SO0035,,197.03,197.03,0.0,3803.57,1,1,80.0,False,False,False,True,False,False,False,Completed
DEL000000071,ORD000000071,SHP000000071,2026-02-10,2026-02-11 10:53:52,2026-02-11 10:23:52,CUST001851,DRV00146,ROUTE00148,VEH00145,SO0037,,61.08,61.08,0.0,1730.48,1,1,-30.0,False,False,True,True,True,True,False,Completed
DEL000000072,ORD000000072,SHP000000072,2026-05-04,2026-05-05 23:38:05,2026-05-05 22:41:05,CUST001750,DRV00163,ROUTE00164,VEH00164,SO0041,,55.21,54.09,1.12,981.82,1,1,-57.0,False,False,True,False,False,True,False,Completed
DEL000000073,ORD000000073,SHP000000073,2026-05-11,2026-05-12 01:29:26,,CUST000653,DRV00026,ROUTE00028,VEH00027,SO0007,SCHOOL_ZONE,148.75,0.0,148.75,0.0,1,0,,False,False,False,False,False,False,True,Missed
DEL000000074,ORD000000074,SHP000000074,2026-07-06,2026-07-07 02:41:46,2026-07-07 02:19:46,CUST001820,DRV00140,ROUTE00139,VEH00139,SO0035,,41.06,41.06,0.0,902.4,1,1,-22.0,False,False,True,True,True,True,False,Completed
DEL000000075,ORD000000075,SHP000000075,2025-10-27,2025-10-28 02:19:36,2025-10-28 02:13:36,CUST000746,DRV00143,ROUTE00144,VEH00144,SO0036,,68.64,50.38,18.26,994.39,1,1,-6.0,False,False,True,False,False,True,False,Completed
DEL000000076,ORD000000076,SHP000000076,2025-07-29,2025-07-30 04:38:04,2025-07-30 06:22:04,CUST001112,DRV00186,ROUTE00186,VEH00188,SO0047,,49.7,49.7,0.0,962.85,1,1,104.0,False,False,False,True,False,False,False,Completed
DEL000000077,ORD000000077,SHP000000077,2025-12-22,2025-12-23 11:14:33,2025-12-23 11:23:33,CUST002430,DRV00143,ROUTE00143,VEH00144,SO0036,,70.14,70.14,0.0,1440.73,1,1,9.0,False,False,True,True,True,True,False,Completed
DEL000000078,ORD000000078,SHP000000078,2025-06-12,2025-06-13 22:03:39,2025-06-13 21:15:39,CUST000943,DRV00113,ROUTE00113,VEH00115,SO0029,,27.77,27.77,0.0,620.64,1,1,-48.0,False,True,True,True,True,True,False,Completed
DEL000000079,ORD000000079,SHP000000079,2026-07-02,2026-07-03 21:25:23,2026-07-03 21:40:23,CUST000066,DRV00154,ROUTE00155,VEH00153,SO0039,,107.31,107.31,0.0,2594.67,1,1,15.0,False,False,True,True,True,True,False,Completed
DEL000000080,ORD000000080,SHP000000080,2026-03-19,2026-03-20 08:23:09,2026-03-20 11:05:09,CUST000894,DRV00078,ROUTE00079,VEH00077,SO0020,,84.49,84.49,0.0,1553.9,1,1,162.0,False,False,False,True,False,False,False,Completed
DEL000000081,ORD000000081,SHP000000081,2024-09-02,2024-09-03 06:07:26,2024-09-03 05:36:26,CUST002321,DRV00179,ROUTE00178,VEH00177,SO0045,,234.38,234.38,0.0,4771.54,1,1,-31.0,False,False,True,True,True,True,False,Completed
DEL000000082,ORD000000082,SHP000000082,2026-04-17,2026-04-18 19:16:03,2026-04-18 18:47:03,CUST001322,DRV00011,ROUTE00010,VEH00010,SO0003,,33.9,33.9,0.0,705.79,1,1,-29.0,False,True,True,True,True,True,False,Completed
DEL000000083,ORD000000083,SHP000000083,2024-07-06,2024-07-07 13:53:50,2024-07-07 13:25:50,CUST001386,DRV00066,ROUTE00066,VEH00067,SO0017,,19.78,19.78,0.0,378.62,1,1,-28.0,False,False,True,True,True,True,False,Completed
DEL000000084,ORD000000084,SHP000000084,2025-08-01,2025-08-02 18:43:49,2025-08-02 18:12:49,CUST000463,DRV00080,ROUTE00078,VEH00077,SO0020,,80.89,80.89,0.0,2189.63,1,1,-31.0,False,False,True,True,True,True,False,Completed
DEL000000085,ORD000000085,SHP000000085,2024-01-30,2024-01-31 10:09:48,2024-01-31 09:48:48,CUST001112,DRV00188,ROUTE00186,VEH00188,SO0047,,51.04,51.04,0.0,1347.09,1,1,-21.0,False,False,True,True,True,True,False,Completed
DEL000000086,ORD000000086,SHP000000086,2025-10-11,2025-10-12 11:27:40,2025-10-12 11:25:40,CUST001760,DRV00177,ROUTE00179,VEH00177,SO0045,,79.53,79.53,0.0,2034.71,1,1,-2.0,False,False,True,True,True,True,False,Completed
DEL000000087,ORD000000087,SHP000000087,2026-04-22,2026-04-23 11:46:06,2026-04-23 11:00:06,CUST002151,DRV00188,ROUTE00185,VEH00185,SO0047,,64.75,64.75,0.0,1727.41,1,1,-46.0,False,False,True,True,True,True,False,Completed
DEL000000088,ORD000000088,SHP000000088,2024-02-07,2024-02-08 02:06:22,,CUST001252,DRV00088,ROUTE00088,VEH00085,SO0022,NO_LEFT_TURN,31.47,0.0,31.47,0.0,1,0,,False,False,False,False,False,False,True,Missed
DEL000000089,ORD000000089,SHP000000089,2025-11-04,2025-11-05 09:12:57,2025-11-05 09:10:57,CUST001931,DRV00189,ROUTE00192,VEH00189,SO0048,,132.6,132.6,0.0,3747.19,1,1,-2.0,False,False,True,True,True,True,False,Completed
DEL000000090,ORD000000090,SHP000000090,2026-03-03,2026-03-04 22:44:44,2026-03-04 22:01:44,CUST001612,DRV00077,ROUTE00079,VEH00078,SO0020,,126.92,126.92,0.0,2978.37,1,1,-43.0,False,False,True,True,True,True,False,Completed
DEL000000091,ORD000000091,SHP000000091,2024-10-12,2024-10-13 21:10:03,,CUST001558,DRV00082,ROUTE00082,VEH00081,SO0021,CUSTOMER_REFUSED,197.05,0.0,197.05,0.0,1,0,,False,False,False,False,False,False,True,Missed
DEL000000092,ORD000000092,SHP000000092,2025-06-22,2025-06-23 18:15:51,2025-06-23 17:21:51,CUST002035,DRV00113,ROUTE00114,VEH00116,SO0029,,72.35,72.35,0.0,1938.38,1,1,-54.0,False,False,True,True,True,True,False,Completed
DEL000000093,ORD000000093,SHP000000093,2024-08-31,2024-09-01 08:40:04,2024-09-01 08:37:04,CUST002318,DRV00076,ROUTE00074,VEH00074,SO0019,,77.15,77.15,0.0,1251.74,1,1,-3.0,False,False,True,True,True,True,False,Completed
DEL000000094,ORD000000094,SHP000000094,2025-11-03,2025-11-04 18:47:41,2025-11-04 18:47:41,CUST000348,DRV00088,ROUTE00085,VEH00088,SO0022,,60.53,60.53,0.0,1742.24,1,1,0.0,False,False,True,True,True,True,False,Completed
DEL000000095,ORD000000095,SHP000000095,2026-02-07,2026-02-08 12:43:26,2026-02-08 12:35:26,CUST000241,DRV00068,ROUTE00068,VEH00066,SO0017,,111.88,111.88,0.0,2421.88,1,1,-8.0,False,True,True,True,True,True,False,Completed
DEL000000096,ORD000000096,SHP000000096,2024-12-06,2024-12-07 16:48:50,2024-12-07 16:54:50,CUST001313,DRV00034,ROUTE00036,VEH00036,SO0009,,147.22,147.22,0.0,3569.29,1,1,6.0,False,False,True,True,True,True,False,Completed
DEL000000097,ORD000000097,SHP000000097,2025-10-21,2025-10-22 00:35:40,2025-10-21 23:53:40,CUST001668,DRV00166,ROUTE00166,VEH00166,SO0042,,32.54,32.54,0.0,729.59,1,1,-42.0,False,False,True,True,True,True,False,Completed
DEL000000098,ORD000000098,SHP000000098,2024-10-31,2024-11-01 23:21:46,2024-11-02 01:03:46,CUST000546,DRV00020,ROUTE00019,VEH00017,SO0005,,49.52,49.52,0.0,732.13,1,1,102.0,False,True,False,True,False,False,False,Completed
DEL000000099,ORD000000099,SHP000000099,2025-01-27,2025-01-28 19:47:34,2025-01-28 19:55:34,CUST002311,DRV00032,ROUTE00032,VEH00031,SO0008,,122.83,122.83,0.0,2092.04,1,1,8.0,False,False,True,True,True,True,False,Completed
DEL000000100,ORD000000100,SHP000000100,2024-12-30,2024-12-31 10:01:21,2024-12-31 12:16:21,CUST000757,DRV00091,ROUTE00091,VEH00089,SO0023,,37.46,37.46,0.0,680.86,1,1,135.0,False,False,False,True,False,False,False,Completed
DEL000000101,ORD000000101,SHP000000101,2024-05-25,2024-05-26 01:06:23,2024-05-26 00:16:23,CUST000752,DRV00079,ROUTE00080,VEH00078,SO0020,,40.77,40.77,0.0,1152.16,1,1,-50.0,False,True,True,True,True,True,False,Completed
DEL000000102,ORD000000102,SHP000000102,2025-09-20,2025-09-21 22:27:15,2025-09-21 22:39:15,CUST000104,DRV00114,ROUTE00114,VEH00115,SO0029,,64.18,64.18,0.0,1566.16,1,1,12.0,False,False,True,True,True,True,False,Completed
DEL000000103,ORD000000103,SHP000000103,2024-03-23,2024-03-24 22:23:12,2024-03-24 22:17:12,CUST000282,DRV00037,ROUTE00037,VEH00038,SO0010,,125.68,125.68,0.0,2033.02,1,1,-6.0,False,False,True,True,True,True,False,Completed
DEL000000104,ORD000000104,SHP000000104,2025-05-19,2025-05-20 02:47:42,2025-05-20 01:58:42,CUST000523,DRV00159,ROUTE00157,VEH00159,SO0040,,26.59,26.59,0.0,633.73,1,1,-49.0,False,False,True,True,True,True,False,Completed
DEL000000105,ORD000000105,SHP000000105,2025-08-20,2025-08-21 17:29:43,2025-08-21 16:55:43,CUST002147,DRV00177,ROUTE00179,VEH00180,SO0045,,62.85,62.85,0.0,1382.52,1,1,-34.0,False,False,True,True,True,True,False,Completed
