customer_id,customer_name,customer_category,sales_organization_id,area_sales_manager_id,area_sales_manager_name,market_development_manager_id,market_development_manager_name,current_weekly_frequency,customer_latitude,customer_longitude,customer_status,active_flag
CUST000053,Pioneer Retail 0053,Retail,SO0010,ASM003,Area Sales Manager 003,MDM054,Market Development Manager 054,3,47.395392,-122.636803,Active,True
CUST000054,Metro Foods 0054,Retail,SO0009,ASM003,Area Sales Manager 003,MDM055,Market Development Manager 055,4,47.835176,-122.663698,Active,True
CUST000055,Mountain Club 0055,Retail,SO0048,ASM013,Area Sales Manager 013,MDM056,Market Development Manager 056,1,35.349229,-80.964142,Active,True
CUST000056,Pioneer Retail 0056,Retail,SO0035,ASM009,Area Sales Manager 009,MDM057,Market Development Manager 057,3,42.494629,-70.72455,Active,True
CUST000057,Central Dining 0057,Retail,SO0048,ASM013,Area Sales Manager 013,MDM058,Market Development Manager 058,5,35.171135,-80.782476,Active,True
CUST000058,Central Dining 0058,Convenience Retail,SO0028,ASM008,Area Sales Manager 008,MDM059,Market Development Manager 059,1,32.799322,-96.739943,Active,True
CUST000059,Evergreen Mart 0059,Institutional,SO0026,ASM007,Area Sales Manager 007,MDM060,Market Development Manager 060,3,32.563389,-96.868846,Active,True
CUST000060,Valley Grocery 0060,Convenience Retail,SO0015,ASM004,Area Sales Manager 004,MDM061,Market Development Manager 061,4,45.594101,-122.376937,Active,True
CUST000061,Lakeside Store 0061,Restaurant,SO0033,ASM009,Area Sales Manager 009,MDM062,Market Development Manager 062,4,41.823278,-71.099566,Active,True
CUST000062,Summit Market 0062,Convenience Retail,SO0006,ASM002,Area Sales Manager 002,MDM063,Market Development Manager 063,4,40.29196,-105.12266,Active,True
CUST000063,Valley Grocery 0063,Retail,SO0008,ASM003,Area Sales Manager 003,MDM064,Market Development Manager 064,3,39.715634,-105.429732,Active,True
CUST000064,Valley Grocery 0064,Convenience Retail,SO0041,ASM011,Area Sales Manager 011,MDM065,Market Development Manager 065,2,33.427144,-84.662196,Active,True
CUST000065,Canyon Cafe 0065,Restaurant,SO0044,ASM012,Area Sales Manager 012,MDM066,Market Development Manager 066,1,33.456108,-84.480062,Active,True
CUST000066,Corner Stop 0066,Retail,SO0039,ASM010,Area Sales Manager 010,MDM067,Market Development Manager 067,4,40.488986,-74.233719,Active,True
CUST000067,Canyon Cafe 0067,Restaurant,SO0025,ASM007,Area Sales Manager 007,MDM068,Market Development Manager 068,2,32.682661,-96.830456,Active,True
CUST000068,Lakeside Store 0068,Retail,SO0039,ASM010,Area Sales Manager 010,MDM069,Market Development Manager 069,1,40.669103,-74.114358,Active,True
CUST000069,Pioneer Retail 0069,Club,SO0034,ASM009,Area Sales Manager 009,MDM070,Market Development Manager 070,3,42.613279,-71.020043,Active,True
CUST000070,Summit Market 0070,Retail,SO0036,ASM010,Area Sales Manager 010,MDM071,Market Development Manager 071,3,42.360121,-71.23929,Active,True
CUST000071,Corner Stop 0071,Club,SO0044,ASM012,Area Sales Manager 012,MDM072,Market Development Manager 072,2,34.452521,-83.864708,Active,True
CUST000072,Mountain Club 0072,Convenience Retail,SO0044,ASM012,Area Sales Manager 012,MDM073,Market Development Manager 073,3,33.558236,-84.666103,Active,True
CUST000073,Evergreen Mart 0073,Restaurant,SO0018,ASM005,Area Sales Manager 005,MDM074,Market Development Manager 074,1,41.998136,-88.065946,Active,True
CUST000074,Pioneer Retail 0074,Restaurant,SO0008,ASM003,Area Sales Manager 003,MDM075,Market Development Manager 075,5,39.461592,-105.108181,Active,True
CUST000075,Valley Grocery 0075,Restaurant,SO0028,ASM008,Area Sales Manager 008,MDM076,Market Development Manager 076,3,32.703657,-96.822872,Active,True
CUST000076,Summit Market 0076,Convenience Retail,SO0030,ASM008,Area Sales Manager 008,MDM077,Market Development Manager 077,3,35.835473,-98.158065,Active,True
CUST000077,Pioneer Retail 0077,Retail,SO0047,ASM012,Area Sales Manager 012,MDM078,Market Development Manager 078,3,35.301098,-80.936079,Active,True
CUST000078,Valley Grocery 0078,Convenience Retail,SO0033,ASM009,Area Sales Manager 009,MDM079,Market Development Manager 079,3,42.791938,-71.442365,Active,True
CUST000079,Corner Stop 0079,Retail,SO0033,ASM009,Area Sales Manager 009,MDM080,Market Development Manager 080,2,42.344769,-71.322125,Active,True
CUST000080,Pioneer Retail 0080,Retail,SO0041,ASM011,Area Sales Manager 011,MDM081,Market Development Manager 081,5,33.894664,-83.954922,Active,True
CUST000081,Mountain Club 0081,Retail,SO0041,ASM011,Area Sales Manager 011,MDM082,Market Development Manager 082,3,34.184984,-84.278252,Active,True
CUST000082,Metro Foods 0082,Restaurant,SO0039,ASM010,Area Sales Manager 010,MDM083,Market Development Manager 083,3,40.752336,-74.346756,Active,True
CUST000083,Evergreen Mart 0083,Convenience Retail,SO0010,ASM003,Area Sales Manager 003,MDM084,Market Development Manager 084,2,47.801788,-122.379763,Active,True
CUST000084,Mountain Club 0084,Convenience Retail,SO0011,ASM003,Area Sales Manager 003,MDM085,Market Development Manager 085,1,48.061362,-122.149406,Active,True
CUST000085,Summit Market 0085,Institutional,SO0034,ASM009,Area Sales Manager 009,MDM086,Market Development Manager 086,1,42.067098,-71.18847,Active,True
CUST000086,Evergreen Mart 0086,Convenience Retail,SO0039,ASM010,Area Sales Manager 010,MDM087,Market Development Manager 087,4,40.560967,-74.425829,Active,True
CUST000087,Summit Market 0087,Retail,SO0032,ASM009,Area Sales Manager 009,MDM088,Market Development Manager 088,3,35.299815,-97.438398,Active,True
CUST000088,Evergreen Mart 0088,Convenience Retail,SO0008,ASM003,Area Sales Manager 003,MDM089,Market Development Manager 089,3,39.166378,-104.914208,Active,True
CUST000089,Metro Foods 0089,Restaurant,SO0020,ASM006,Area Sales Manager 006,MDM090,Market Development Manager 090,4,42.282152,-88.14561,Active,True
CUST000090,Metro Foods 0090,Institutional,SO0004,ASM002,Area Sales Manager 002,MDM091,Market Development Manager 091,1,40.365401,-111.522013,Active,True
CUST000091,Corner Stop 0091,Convenience Retail,SO0037,ASM010,Area Sales Manager 010,MDM092,Market Development Manager 092,3,40.592964,-73.968959,Active,True
CUST000092,Lakeside Store 0092,Retail,SO0006,ASM002,Area Sales Manager 002,MDM093,Market Development Manager 093,4,39.7978,-104.922714,Active,True
CUST000093,Mountain Club 0093,Retail,SO0005,ASM002,Area Sales Manager 002,MDM094,Market Development Manager 094,2,39.701069,-104.894452,Active,True
CUST000094,Valley Grocery 0094,Institutional,SO0009,ASM003,Area Sales Manager 003,MDM095,Market Development Manager 095,3,47.574948,-121.961736,Active,True
CUST000095,Lakeside Store 0095,Convenience Retail,SO0043,ASM011,Area Sales Manager 011,MDM096,Market Development Manager 096,5,33.799577,-84.176904,Active,True
CUST000096,Valley Grocery 0096,Retail,SO0036,ASM010,Area Sales Manager 010,MDM097,Market Development Manager 097,5,42.574298,-70.848445,Active,True
CUST000097,Mountain Club 0097,Retail,SO0017,ASM005,Area Sales Manager 005,MDM098,Market Development Manager 098,4,41.82681,-88.130681,Active,True
CUST000098,Canyon Cafe 0098,Convenience Retail,SO0039,ASM010,Area Sales Manager 010,MDM099,Market Development Manager 099,3,40.76267,-73.845012,Active,True
CUST000099,Mountain Club 0099,Restaurant,SO0014,ASM004,Area Sales Manager 004,MDM100,Market Development Manager 100,2,45.114881,-122.876934,Active,True
CUST000100,Metro Foods 0100,Retail,SO0047,ASM012,Area Sales Manager 012,MDM101,Market Development Manager 101,5,35.296169,-81.196291,Active,True
CUST000101,Pioneer Retail 0101,Institutional,SO0046,ASM012,Area Sales Manager 012,MDM102,Market Development Manager 102,4,35.109156,-80.728254,Active,True
CUST000102,Evergreen Mart 0102,Retail,SO0026,ASM007,Area Sales Manager 007,MDM103,Market Development Manager 103,5,32.611106,-96.76244,Active,True
CUST000103,Mountain Club 0103,Retail,SO0029,ASM008,Area Sales Manager 008,MDM104,Market Development Manager 104,4,35.600116,-97.692568,Active,True
CUST000104,Corner Stop 0104,Retail,SO0029,ASM008,Area Sales Manager 008,MDM105,Market Development Manager 105,4,35.672732,-97.614835,Active,True
CUST000105,Metro Foods 0105,Convenience Retail,SO0016,ASM005,Area Sales Manager 005,MDM106,Market Development Manager 106,1,45.485814,-122.47102,Active,True
CUST000106,Evergreen Mart 0106,Convenience Retail,SO0005,ASM002,Area Sales Manager 002,MDM107,Market Development Manager 107,4,39.368654,-105.573704,Active,True
CUST000107,Central Dining 0107,Club,SO0002,ASM001,Area Sales Manager 001,MDM108,Market Development Manager 108,4,40.689579,-111.841552,Active,True
CUST000108,Metro Foods 0108,Convenience Retail,SO0036,ASM010,Area Sales Manager 010,MDM109,Market Development Manager 109,4,42.342816,-70.720504,Active,True
CUST000109,Metro Foods 0109,Convenience Retail,SO0038,ASM010,Area Sales Manager 010,MDM110,Market Development Manager 110,4,40.5871,-74.542534,Active,True
CUST000110,Corner Stop 0110,Retail,SO0001,ASM001,Area Sales Manager 001,MDM111,Market Development Manager 111,2,40.961696,-111.460808,Active,True
CUST000111,Summit Market 0111,Convenience Retail,SO0046,ASM012,Area Sales Manager 012,MDM112,Market Development Manager 112,1,34.966964,-80.724426,Active,True
CUST000112,Corner Stop 0112,Restaurant,SO0015,ASM004,Area Sales Manager 004,MDM113,Market Development Manager 113,4,45.747274,-122.82965,Active,True
CUST000113,Evergreen Mart 0113,Retail,SO0003,ASM001,Area Sales Manager 001,MDM114,Market Development Manager 114,5,40.597229,-111.784027,Active,True
CUST000114,Mountain Club 0114,Convenience Retail,SO0005,ASM002,Area Sales Manager 002,MDM115,Market Development Manager 115,3,39.82968,-104.660135,Active,True
CUST000115,Pioneer Retail 0115,Retail,SO0016,ASM005,Area Sales Manager 005,MDM116,Market Development Manager 116,3,45.782006,-122.761272,Active,True
CUST000116,Lakeside Store 0116,Institutional,SO0043,ASM011,Area Sales Manager 011,MDM117,Market Development Manager 117,2,33.716216,-84.300806,Active,True
CUST000117,Mountain Club 0117,Convenience Retail,SO0014,ASM004,Area Sales Manager 004,MDM118,Market Development Manager 118,1,45.532545,-122.638352,Active,True
CUST000118,Central Dining 0118,Retail,SO0009,ASM003,Area Sales Manager 003,MDM119,Market Development Manager 119,3,47.689468,-122.338566,Active,True
CUST000119,Lakeside Store 0119,Convenience Retail,SO0037,ASM010,Area Sales Manager 010,MDM120,Market Development Manager 120,3,40.338308,-74.690646,Active,True
CUST000120,Lakeside Store 0120,Retail,SO0016,ASM005,Area Sales Manager 005,MDM001,Market Development Manager 001,1,45.441902,-122.194092,Active,True
CUST000121,Metro Foods 0121,Retail,SO0027,ASM007,Area Sales Manager 007,MDM002,Market Development Manager 002,3,32.863627,-96.89877,Active,True
CUST000122,Corner Stop 0122,Convenience Retail,SO0007,ASM002,Area Sales Manager 002,MDM003,Market Development Manager 003,3,39.893993,-105.075115,Active,True
CUST000123,Canyon Cafe 0123,Convenience Retail,SO0043,ASM011,Area Sales Manager 011,MDM004,Market Development Manager 004,3,33.750585,-83.738582,Active,True
CUST000124,Canyon Cafe 0124,Convenience Retail,SO0023,ASM006,Area Sales Manager 006,MDM005,Market Development Manager 005,4,42.35428,-82.900606,Active,True
CUST000125,Lakeside Store 0125,Convenience Retail,SO0027,ASM007,Area Sales Manager 007,MDM006,Market Development Manager 006,3,32.581829,-96.689425,Active,True
CUST000126,Summit Market 0126,Restaurant,SO0047,ASM012,Area Sales Manager 012,MDM007,Market Development Manager 007,3,35.380221,-80.676704,Active,True
CUST000127,Corner Stop 0127,Restaurant,SO0044,ASM012,Area Sales Manager 012,MDM008,Market Development Manager 008,1,33.677438,-84.274509,Active,True
CUST000128,Canyon Cafe 0128,Retail,SO0004,ASM002,Area Sales Manager 002,MDM009,Market Development Manager 009,2,40.302948,-111.974902,Active,True
CUST000129,Evergreen Mart 0129,Restaurant,SO0047,ASM012,Area Sales Manager 012,MDM010,Market Development Manager 010,4,35.568066,-80.619304,Active,True
CUST000130,Metro Foods 0130,Convenience Retail,SO0007,ASM002,Area Sales Manager 002,MDM011,Market Development Manager 011,1,38.998068,-105.126174,Active,True
CUST000131,Metro Foods 0131,Institutional,SO0013,ASM004,Area Sales Manager 004,MDM012,Market Development Manager 012,4,45.375307,-122.56213,Active,True
CUST000132,Lakeside Store 0132,Convenience Retail,SO0035,ASM009,Area Sales Manager 009,MDM013,Market Development Manager 013,3,42.384969,-71.080425,Active,True
CUST000133,Canyon Cafe 0133,Retail,SO0009,ASM003,Area Sales Manager 003,MDM014,Market Development Manager 014,3,47.773282,-122.504193,Active,True
CUST000134,Pioneer Retail 0134,Restaurant,SO0012,ASM004,Area Sales Manager 004,MDM015,Market Development Manager 015,5,47.363663,-122.554024,Active,True
CUST000135,Metro Foods 0135,Institutional,SO0030,ASM008,Area Sales Manager 008,MDM016,Market Development Manager 016,2,35.818555,-97.627034,Active,True
CUST000136,Lakeside Store 0136,Retail,SO0005,ASM002,Area Sales Manager 002,MDM017,Market Development Manager 017,4,39.803757,-104.59912,Active,True
CUST000137,Corner Stop 0137,Retail,SO0036,ASM010,Area Sales Manager 010,MDM018,Market Development Manager 018,2,42.247959,-70.945817,Active,True
CUST000138,Mountain Club 0138,Retail,SO0004,ASM002,Area Sales Manager 002,MDM019,Market Development Manager 019,2,40.626107,-111.604047,Active,True
CUST000139,Corner Stop 0139,Convenience Retail,SO0001,ASM001,Area Sales Manager 001,MDM020,Market Development Manager 020,1,40.339183,-112.097557,Active,True
CUST000140,Valley Grocery 0140,Convenience Retail,SO0016,ASM005,Area Sales Manager 005,MDM021,Market Development Manager 021,3,45.451856,-122.718196,Active,True
CUST000141,Lakeside Store 0141,Club,SO0027,ASM007,Area Sales Manager 007,MDM022,Market Development Manager 022,2,32.953412,-96.631334,Active,True
CUST000142,Metro Foods 0142,Restaurant,SO0031,ASM008,Area Sales Manager 008,MDM023,Market Development Manager 023,3,35.541705,-97.007632,Active,True
CUST000143,Summit Market 0143,Convenience Retail,SO0026,ASM007,Area Sales Manager 007,MDM024,Market Development Manager 024,5,32.588318,-97.055066,Active,True
CUST000144,Canyon Cafe 0144,Retail,SO0011,ASM003,Area Sales Manager 003,MDM025,Market Development Manager 025,3,47.477757,-122.554299,Active,True
CUST000145,Canyon Cafe 0145,Convenience Retail,SO0001,ASM001,Area Sales Manager 001,MDM026,Market Development Manager 026,5,40.773586,-112.082384,Active,True
CUST000146,Lakeside Store 0146,Retail,SO0017,ASM005,Area Sales Manager 005,MDM027,Market Development Manager 027,2,41.838188,-87.793029,Active,True
CUST000147,Canyon Cafe 0147,Convenience Retail,SO0019,ASM005,Area Sales Manager 005,MDM028,Market Development Manager 028,2,41.516068,-87.646795,Active,True
CUST000148,Mountain Club 0148,Retail,SO0045,ASM012,Area Sales Manager 012,MDM029,Market Development Manager 029,4,35.274561,-81.206806,Active,True
CUST000149,Lakeside Store 0149,Convenience Retail,SO0043,ASM011,Area Sales Manager 011,MDM030,Market Development Manager 030,3,33.685871,-84.297136,Active,True
CUST000150,Metro Foods 0150,Convenience Retail,SO0010,ASM003,Area Sales Manager 003,MDM031,Market Development Manager 031,5,47.532755,-122.600133,Active,True
CUST000151,Metro Foods 0151,Retail,SO0019,ASM005,Area Sales Manager 005,MDM032,Market Development Manager 032,4,41.583946,-87.839166,Active,True
CUST000152,Central Dining 0152,Convenience Retail,SO0004,ASM002,Area Sales Manager 002,MDM033,Market Development Manager 033,5,40.455206,-111.828741,Active,True
CUST000153,Mountain Club 0153,Convenience Retail,SO0048,ASM013,Area Sales Manager 013,MDM034,Market Development Manager 034,4,35.121122,-81.25604,Active,True
CUST000154,Evergreen Mart 0154,Club,SO0004,ASM002,Area Sales Manager 002,MDM035,Market Development Manager 035,4,40.630653,-111.68785,Active,True
CUST000155,Summit Market 0155,Convenience Retail,SO0004,ASM002,Area Sales Manager 002,MDM036,Market Development Manager 036,5,40.889653,-112.035385,Active,True
CUST000156,Lakeside Store 0156,Retail,SO0038,ASM010,Area Sales Manager 010,MDM037,Market Development Manager 037,3,40.576546,-74.037117,Active,True
CUST000157,Mountain Club 0157,Restaurant,SO0033,ASM009,Area Sales Manager 009,MDM038,Market Development Manager 038,1,41.938701,-70.924391,Active,True
CUST000158,Summit Market 0158,Retail,SO0011,ASM003,Area Sales Manager 003,MDM039,Market Development Manager 039,3,47.250266,-122.220519,Active,True
CUST000159,Corner Stop 0159,Restaurant,SO0033,ASM009,Area Sales Manager 009,MDM040,Market Development Manager 040,4,42.538555,-70.998489,Active,True
CUST000160,Corner Stop 0160,Retail,SO0012,ASM004,Area Sales Manager 004,MDM041,Market Development Manager 041,3,47.496037,-122.324073,Active,True
CUST000161,Corner Stop 0161,Convenience Retail,SO0039,ASM010,Area Sales Manager 010,MDM042,Market Development Manager 042,3,40.853484,-74.305763,Active,True
CUST000162,Metro Foods 0162,Restaurant,SO0044,ASM012,Area Sales Manager 012,MDM043,Market Development Manager 043,3,33.488853,-84.991195,Active,True
CUST000163,Corner Stop 0163,Retail,SO0026,ASM007,Area Sales Manager 007,MDM044,Market Development Manager 044,4,32.675383,-97.28121,Active,True
CUST000164,Metro Foods 0164,Convenience Retail,SO0037,ASM010,Area Sales Manager 010,MDM045,Market Development Manager 045,2,40.688219,-74.450747,Active,True
CUST000165,Central Dining 0165,Retail,SO0038,ASM010,Area Sales Manager 010,MDM046,Market Development Manager 046,2,40.362099,-73.997601,Active,True
CUST000166,Central Dining 0166,Institutional,SO0003,ASM001,Area Sales Manager 001,MDM047,Market Development Manager 047,2,40.676469,-111.926501,Active,True
CUST000167,Canyon Cafe 0167,Convenience Retail,SO0006,ASM002,Area Sales Manager 002,MDM048,Market Development Manager 048,5,39.421504,-105.422968,Active,True
CUST000168,Central Dining 0168,Convenience Retail,SO0043,ASM011,Area Sales Manager 011,MDM049,Market Development Manager 049,5,34.210956,-84.431543,Active,True
CUST000169,Mountain Club 0169,Retail,SO0037,ASM010,Area Sales Manager 010,MDM050,Market Development Manager 050,1,40.882515,-74.09255,Active,True
CUST000170,Pioneer Retail 0170,Convenience Retail,SO0021,ASM006,Area Sales Manager 006,MDM051,Market Development Manager 051,3,42.63453,-83.126748,Active,True
CUST000171,Evergreen Mart 0171,Institutional,SO0014,ASM004,Area Sales Manager 004,MDM052,Market Development Manager 052,4,45.289594,-122.763985,Active,True
CUST000172,Pioneer Retail 0172,Restaurant,SO0016,ASM005,Area Sales Manager 005,MDM053,Market Development Manager 053,2,45.111285,-122.557883,Active,True
CUST000173,Valley Grocery 0173,Convenience Retail,SO0026,ASM007,Area Sales Manager 007,MDM054,Market Development Manager 054,4,32.972911,-96.728908,Active,True
CUST000174,Pioneer Retail 0174,Retail,SO0043,ASM011,Area Sales Manager 011,MDM055,Market Development Manager 055,2,33.957952,-84.300662,Active,True
CUST000175,Evergreen Mart 0175,Restaurant,SO0030,ASM008,Area Sales Manager 008,MDM056,Market Development Manager 056,2,35.572647,-97.419474,Active,True
CUST000176,Summit Market 0176,Restaurant,SO0005,ASM002,Area Sales Manager 002,MDM057,Market Development Manager 057,3,39.895471,-104.677369,Active,True
CUST000177,Central Dining 0177,Convenience Retail,SO0030,ASM008,Area Sales Manager 008,MDM058,Market Development Manager 058,4,35.342389,-97.625252,Active,True
CUST000178,Corner Stop 0178,Retail,SO0037,ASM010,Area Sales Manager 010,MDM059,Market Development Manager 059,3,41.110294,-74.28711,Active,True
CUST000179,Mountain Club 0179,Institutional,SO0005,ASM002,Area Sales Manager 002,MDM060,Market Development Manager 060,3,39.67776,-104.752287,Active,True
CUST000180,Mountain Club 0180,Institutional,SO0014,ASM004,Area Sales Manager 004,MDM061,Market Development Manager 061,1,45.319596,-123.258489,Active,True
