work_date,driver_id,route_id,vehicle_id,sales_organization_id,total_deliveries,total_stops,missed_stops,total_cases_delivered,scheduled_hours,total_hours,regular_hours,overtime_hours,completed_stops,planned_miles,miles_driven
2024-01-01,DRV00106,ROUTE00107,VEH00106,SO0027,1,1,0,127.56,8.0,5.94,5.94,0.0,1,7.03,8.36
2024-01-01,DRV00108,ROUTE00106,VEH00107,SO0027,1,1,0,108.16,8.0,6.39,6.39,0.0,1,4.95,5.57
2024-01-01,DRV00109,ROUTE00111,VEH00111,SO0028,1,1,0,43.23,8.0,6.32,6.32,0.0,1,5.61,5.76
2024-01-01,DRV00111,ROUTE00111,VEH00111,SO0028,1,1,0,79.85,8.0,5.71,5.71,0.0,1,4.61,5.41
2024-01-01,DRV00112,ROUTE00112,VEH00110,SO0028,1,1,0,48.46,8.0,5.64,5.64,0.0,1,5.37,6.32
2024-01-01,DRV00117,ROUTE00120,VEH00117,SO0030,1,1,0,64.8,8.0,5.58,5.58,0.0,1,3.73,3.62
2024-01-01,DRV00120,ROUTE00120,VEH00119,SO0030,1,1,0,115.99,8.0,5.42,5.42,0.0,1,4.34,4.87
2024-01-01,DRV00121,ROUTE00124,VEH00122,SO0031,1,1,0,48.98,8.0,6.46,6.46,0.0,1,7.38,8.28
2024-01-01,DRV00125,ROUTE00127,VEH00126,SO0032,1,1,0,92.49,8.0,6.23,6.23,0.0,1,5.88,6.71
2024-01-01,DRV00128,ROUTE00126,VEH00125,SO0032,2,2,0,167.64,8.0,6.43,6.43,0.0,2,12.71,15.84
2024-01-01,DRV00130,ROUTE00129,VEH00130,SO0033,1,1,0,62.47,8.0,5.46,5.46,0.0,1,7.42,7.63
2024-01-01,DRV00138,ROUTE00139,VEH00140,SO0035,1,1,0,60.96,8.0,5.99,5.99,0.0,1,5.61,6.02
2024-01-01,DRV00139,ROUTE00138,VEH00140,SO0035,1,1,0,25.55,8.0,6.3,6.3,0.0,1,4.63,5.09
2024-01-01,DRV00141,ROUTE00144,VEH00144,SO0036,1,1,0,66.07,8.0,5.49,5.49,0.0,1,3.68,3.98
2024-01-01,DRV00142,ROUTE00141,VEH00143,SO0036,1,1,0,167.61,8.0,6.48,6.48,0.0,1,6.7,8.37
2024-01-01,DRV00144,ROUTE00143,VEH00141,SO0036,1,1,0,79.02,8.0,8.02,8.0,0.02,1,6.7,6.84
2024-01-01,DRV00145,ROUTE00148,VEH00146,SO0037,1,1,0,95.79,8.0,6.49,6.49,0.0,1,6.31,6.23
2024-01-01,DRV00148,ROUTE00146,VEH00146,SO0037,1,1,0,79.69,8.0,4.64,4.64,0.0,1,5.33,6.26
2024-01-01,DRV00155,ROUTE00156,VEH00153,SO0039,1,1,0,81.69,8.0,6.65,6.65,0.0,1,6.14,6.33
2024-01-01,DRV00162,ROUTE00163,VEH00163,SO0041,1,1,0,26.28,8.0,6.63,6.63,0.0,1,5.75,6.04
2024-01-01,DRV00165,ROUTE00165,VEH00166,SO0042,1,1,0,118.78,8.0,5.11,5.11,0.0,1,5.51,5.36
2024-01-01,DRV00174,ROUTE00176,VEH00176,SO0044,1,1,0,35.55,8.0,5.99,5.99,0.0,1,3.59,4.28
2024-01-01,DRV00175,ROUTE00176,VEH00175,SO0044,1,1,0,73.18,8.0,5.54,5.54,0.0,1,6.78,7.74
2024-01-01,DRV00188,ROUTE00187,VEH00186,SO0047,1,1,0,50.1,8.0,6.19,6.19,0.0,1,4.58,5.62
2024-01-01,DRV00188,ROUTE00187,VEH00187,SO0047,1,1,0,46.74,8.0,5.42,5.42,0.0,1,4.24,4.32
2024-01-01,DRV00189,ROUTE00189,VEH00190,SO0048,1,1,0,53.53,8.0,6.18,6.18,0.0,1,6.2,7.64
2024-01-01,DRV00191,ROUTE00192,VEH00190,SO0048,1,1,0,38.56,8.0,7.67,7.67,0.0,1,3.86,4.27
2024-01-02,DRV00003,ROUTE00004,VEH00002,SO0001,1,1,0,130.69,8.0,5.98,5.98,0.0,1,7.26,7.4
2024-01-02,DRV00004,ROUTE00001,VEH00001,SO0001,1,1,0,46.04,8.0,6.5,6.5,0.0,1,5.37,5.89
2024-01-02,DRV00005,ROUTE00005,VEH00006,SO0002,1,1,0,80.11,8.0,5.74,5.74,0.0,1,5.01,6.25
2024-01-02,DRV00005,ROUTE00008,VEH00007,SO0002,1,1,0,72.68,8.0,5.94,5.94,0.0,1,6.49,7.76
2024-01-02,DRV00006,ROUTE00007,VEH00005,SO0002,1,1,0,77.61,8.0,6.27,6.27,0.0,1,3.85,3.69
2024-01-02,DRV00007,ROUTE00008,VEH00007,SO0002,1,1,0,69.79,8.0,5.95,5.95,0.0,1,5.14,5.55
2024-01-02,DRV00009,ROUTE00010,VEH00010,SO0003,1,1,0,87.73,8.0,7.53,7.53,0.0,1,6.86,6.86
2024-01-02,DRV00011,ROUTE00010,VEH00012,SO0003,1,1,0,35.62,8.0,5.87,5.87,0.0,1,3.73,3.62
2024-01-02,DRV00014,ROUTE00015,VEH00015,SO0004,1,1,0,110.88,8.0,6.75,6.75,0.0,1,5.25,6.15
2024-01-02,DRV00016,ROUTE00013,VEH00016,SO0004,1,1,0,54.07,8.0,7.95,7.95,0.0,1,5.21,5.06
2024-01-02,DRV00024,ROUTE00022,VEH00022,SO0006,1,1,0,82.3,8.0,5.88,5.88,0.0,1,3.81,4.17
2024-01-02,DRV00024,ROUTE00024,VEH00023,SO0006,1,1,0,42.21,8.0,6.24,6.24,0.0,1,4.31,5.31
2024-01-02,DRV00025,ROUTE00028,VEH00025,SO0007,1,1,0,101.64,8.0,6.19,6.19,0.0,1,7.01,8.64
2024-01-02,DRV00029,ROUTE00032,VEH00030,SO0008,1,1,0,62.75,8.0,4.67,4.67,0.0,1,5.99,5.85
2024-01-02,DRV00030,ROUTE00029,VEH00031,SO0008,1,1,0,109.33,8.0,5.57,5.57,0.0,1,5.81,5.76
2024-01-02,DRV00031,ROUTE00032,VEH00030,SO0008,1,1,0,24.89,8.0,6.3,6.3,0.0,1,6.15,7.17
2024-01-02,DRV00033,ROUTE00035,VEH00036,SO0009,1,1,0,42.96,8.0,6.2,6.2,0.0,1,5.63,5.56
2024-01-02,DRV00035,ROUTE00036,VEH00033,SO0009,1,1,0,54.61,8.0,5.26,5.26,0.0,1,6.91,6.57
2024-01-02,DRV00035,ROUTE00036,VEH00035,SO0009,1,1,0,13.18,8.0,5.24,5.24,0.0,1,7.27,8.6
2024-01-02,DRV00037,ROUTE00037,VEH00038,SO0010,1,1,0,99.87,8.0,7.28,7.28,0.0,1,5.71,6.76
2024-01-02,DRV00037,ROUTE00038,VEH00039,SO0010,1,1,0,176.35,8.0,7.86,7.86,0.0,1,4.66,4.56
2024-01-02,DRV00037,ROUTE00039,VEH00039,SO0010,1,1,0,116.35,8.0,6.55,6.55,0.0,1,7.19,8.59
2024-01-02,DRV00038,ROUTE00038,VEH00039,SO0010,1,1,0,74.03,8.0,6.14,6.14,0.0,1,7.37,9.08
2024-01-02,DRV00040,ROUTE00040,VEH00037,SO0010,1,1,0,74.48,8.0,5.97,5.97,0.0,1,5.83,5.92
2024-01-02,DRV00041,ROUTE00042,VEH00044,SO0011,1,1,0,164.22,8.0,5.11,5.11,0.0,1,4.13,4.42
2024-01-02,DRV00045,ROUTE00045,VEH00048,SO0012,1,1,0,59.89,8.0,6.4,6.4,0.0,1,5.76,5.8
2024-01-02,DRV00049,ROUTE00050,VEH00049,SO0013,1,1,0,77.0,8.0,6.24,6.24,0.0,1,5.98,6.31
2024-01-02,DRV00051,ROUTE00050,VEH00051,SO0013,1,1,0,47.5,8.0,7.3,7.3,0.0,1,5.18,5.46
2024-01-02,DRV00055,ROUTE00054,VEH00054,SO0014,1,1,0,76.23,8.0,6.94,6.94,0.0,1,5.85,7.1
2024-01-02,DRV00055,ROUTE00055,VEH00054,SO0014,1,1,0,54.26,8.0,6.36,6.36,0.0,1,3.54,4.07
2024-01-02,DRV00056,ROUTE00053,VEH00055,SO0014,1,1,0,78.54,8.0,6.16,6.16,0.0,1,5.61,6.79
2024-01-02,DRV00059,ROUTE00060,VEH00057,SO0015,1,1,0,130.19,8.0,6.13,6.13,0.0,1,7.12,8.29
2024-01-02,DRV00061,ROUTE00063,VEH00062,SO0016,1,1,0,48.8,8.0,5.9,5.9,0.0,1,3.63,4.46
2024-01-02,DRV00062,ROUTE00063,VEH00063,SO0016,1,1,0,34.62,8.0,7.42,7.42,0.0,1,5.39,5.39
2024-01-02,DRV00063,ROUTE00064,VEH00063,SO0016,1,1,0,80.0,8.0,7.32,7.32,0.0,1,4.18,4.14
2024-01-02,DRV00064,ROUTE00063,VEH00064,SO0016,1,1,0,184.89,8.0,5.06,5.06,0.0,1,6.33,7.07
2024-01-02,DRV00065,ROUTE00067,VEH00067,SO0017,1,1,0,115.27,8.0,6.28,6.28,0.0,1,6.26,7.74
2024-01-02,DRV00066,ROUTE00067,VEH00066,SO0017,1,1,0,48.66,8.0,8.41,8.0,0.41,1,3.61,4.09
2024-01-02,DRV00067,ROUTE00067,VEH00068,SO0017,1,1,0,24.87,8.0,6.89,6.89,0.0,1,4.01,4.73
2024-01-02,DRV00069,ROUTE00072,VEH00070,SO0018,1,1,0,19.15,8.0,7.94,7.94,0.0,1,6.18,7.02
2024-01-02,DRV00071,ROUTE00069,VEH00072,SO0018,1,1,0,91.3,8.0,5.99,5.99,0.0,1,7.32,7.91
2024-01-02,DRV00074,ROUTE00076,VEH00073,SO0019,1,1,0,92.07,8.0,6.27,6.27,0.0,1,6.27,6.9
2024-01-02,DRV00075,ROUTE00075,VEH00073,SO0019,1,1,0,119.87,8.0,5.69,5.69,0.0,1,6.61,6.98
2024-01-02,DRV00077,ROUTE00077,VEH00078,SO0020,1,1,0,34.24,8.0,4.84,4.84,0.0,1,5.54,5.37
2024-01-02,DRV00077,ROUTE00078,VEH00077,SO0020,1,1,0,112.79,8.0,6.48,6.48,0.0,1,3.89,4.2
2024-01-02,DRV00077,ROUTE00079,VEH00079,SO0020,1,1,0,36.08,8.0,6.15,6.15,0.0,1,6.03,5.92
2024-01-02,DRV00077,ROUTE00080,VEH00080,SO0020,1,1,0,122.11,8.0,6.41,6.41,0.0,1,4.88,5.88
2024-01-02,DRV00078,ROUTE00079,VEH00079,SO0020,1,1,0,37.89,8.0,6.43,6.43,0.0,1,5.78,6.5
2024-01-02,DRV00081,ROUTE00083,VEH00081,SO0021,1,1,0,70.04,8.0,6.95,6.95,0.0,1,6.91,8.44
2024-01-02,DRV00081,ROUTE00083,VEH00082,SO0021,1,1,0,213.95,8.0,6.72,6.72,0.0,1,7.05,7.67
2024-01-02,DRV00082,ROUTE00083,VEH00083,SO0021,1,1,0,76.04,8.0,4.5,4.5,0.0,1,6.89,7.4
2024-01-02,DRV00086,ROUTE00085,VEH00087,SO0022,1,1,0,100.82,8.0,7.91,7.91,0.0,1,5.89,6.73
2024-01-02,DRV00087,ROUTE00088,VEH00087,SO0022,1,1,0,95.48,8.0,7.02,7.02,0.0,1,7.02,8.02
2024-01-02,DRV00091,ROUTE00092,VEH00089,SO0023,1,1,0,125.33,8.0,6.51,6.51,0.0,1,6.38,7.92
2024-01-02,DRV00094,ROUTE00095,VEH00096,SO0024,1,0,1,0.0,8.0,5.5,5.5,0.0,0,6.52,6.76
2024-01-02,DRV00095,ROUTE00095,VEH00094,SO0024,1,0,1,0.0,8.0,5.54,5.54,0.0,0,6.02,6.9
2024-01-02,DRV00098,ROUTE00100,VEH00099,SO0025,1,1,0,41.15,8.0,5.73,5.73,0.0,1,4.07,4.25
2024-01-02,DRV00100,ROUTE00099,VEH00098,SO0025,1,1,0,42.2,8.0,6.17,6.17,0.0,1,4.33,4.76
2024-01-02,DRV00102,ROUTE00102,VEH00104,SO0026,1,1,0,169.18,8.0,5.41,5.41,0.0,1,5.62,6.04
2024-01-02,DRV00102,ROUTE00104,VEH00104,SO0026,1,1,0,44.96,8.0,6.65,6.65,0.0,1,6.55,6.38
2024-01-02,DRV00103,ROUTE00101,VEH00104,SO0026,1,0,1,0.0,8.0,6.97,6.97,0.0,0,5.45,5.7
2024-01-02,DRV00103,ROUTE00102,VEH00101,SO0026,1,1,0,71.2,8.0,7.35,7.35,0.0,1,5.21,5.69
2024-01-02,DRV00105,ROUTE00107,VEH00107,SO0027,1,1,0,46.35,8.0,6.66,6.66,0.0,1,6.24,6.62
2024-01-02,DRV00106,ROUTE00105,VEH00108,SO0027,1,1,0,90.83,8.0,7.12,7.12,0.0,1,3.98,4.58
2024-01-02,DRV00106,ROUTE00106,VEH00105,SO0027,1,1,0,45.2,8.0,6.02,6.02,0.0,1,6.69,8.12
2024-01-02,DRV00107,ROUTE00106,VEH00108,SO0027,1,1,0,32.06,8.0,5.35,5.35,0.0,1,3.69,4.19
2024-01-02,DRV00108,ROUTE00107,VEH00107,SO0027,1,1,0,137.2,8.0,5.53,5.53,0.0,1,6.88,7.16
2024-01-02,DRV00108,ROUTE00108,VEH00106,SO0027,2,2,0,175.82999999999998,8.0,6.68,6.68,0.0,2,10.9,10.57
2024-01-02,DRV00109,ROUTE00111,VEH00112,SO0028,1,1,0,45.38,8.0,5.84,5.84,0.0,1,7.32,7.26
2024-01-02,DRV00113,ROUTE00115,VEH00115,SO0029,2,2,0,135.7,8.0,6.53,6.53,0.0,2,12.32,14.75
2024-01-02,DRV00115,ROUTE00116,VEH00113,SO0029,1,1,0,63.34,8.0,4.56,4.56,0.0,1,3.77,4.38
2024-01-02,DRV00115,ROUTE00116,VEH00116,SO0029,1,1,0,65.47,8.0,5.77,5.77,0.0,1,3.89,4.38
2024-01-02,DRV00119,ROUTE00120,VEH00118,SO0030,1,1,0,103.72,8.0,6.87,6.87,0.0,1,4.61,4.67
2024-01-02,DRV00122,ROUTE00123,VEH00121,SO0031,1,1,0,82.13,8.0,6.21,6.21,0.0,1,4.18,5.06
2024-01-02,DRV00124,ROUTE00123,VEH00121,SO0031,1,1,0,45.46,8.0,6.47,6.47,0.0,1,4.89,5.46
2024-01-02,DRV00125,ROUTE00128,VEH00128,SO0032,1,1,0,134.3,8.0,6.32,6.32,0.0,1,4.53,5.61
2024-01-02,DRV00128,ROUTE00128,VEH00128,SO0032,1,1,0,87.6,8.0,6.34,6.34,0.0,1,5.7,6.56
2024-01-02,DRV00130,ROUTE00130,VEH00132,SO0033,1,1,0,88.4,8.0,7.22,7.22,0.0,1,6.47,7.65
2024-01-02,DRV00131,ROUTE00132,VEH00130,SO0033,1,1,0,35.35,8.0,5.42,5.42,0.0,1,5.34,5.62
2024-01-02,DRV00132,ROUTE00131,VEH00130,SO0033,1,1,0,59.86,8.0,6.18,6.18,0.0,1,6.09,6.82
2024-01-02,DRV00134,ROUTE00133,VEH00135,SO0034,1,1,0,26.97,8.0,7.74,7.74,0.0,1,5.81,5.71
2024-01-02,DRV00135,ROUTE00134,VEH00134,SO0034,1,1,0,82.73,8.0,7.06,7.06,0.0,1,6.9,7.81
2024-01-02,DRV00136,ROUTE00133,VEH00134,SO0034,1,1,0,36.98,8.0,5.4,5.4,0.0,1,6.26,6.64
2024-01-02,DRV00136,ROUTE00136,VEH00134,SO0034,1,1,0,151.82,8.0,6.36,6.36,0.0,1,3.52,3.87
2024-01-02,DRV00137,ROUTE00138,VEH00137,SO0035,1,0,1,0.0,8.0,7.0,7.0,0.0,0,4.1,4.81
2024-01-02,DRV00138,ROUTE00140,VEH00139,SO0035,1,1,0,66.04,8.0,6.53,6.53,0.0,1,3.8,3.97
2024-01-02,DRV00140,ROUTE00138,VEH00139,SO0035,1,1,0,105.66,8.0,5.77,5.77,0.0,1,5.78,7.1
2024-01-02,DRV00140,ROUTE00139,VEH00140,SO0035,1,1,0,41.47,8.0,6.36,6.36,0.0,1,3.64,3.51
2024-01-02,DRV00141,ROUTE00143,VEH00141,SO0036,1,1,0,138.49,8.0,6.39,6.39,0.0,1,5.9,5.65
2024-01-02,DRV00142,ROUTE00143,VEH00141,SO0036,1,1,0,121.74,8.0,7.34,7.34,0.0,1,3.83,3.68
2024-01-02,DRV00143,ROUTE00141,VEH00141,SO0036,1,1,0,129.39,8.0,5.68,5.68,0.0,1,5.76,6.54
2024-01-02,DRV00143,ROUTE00143,VEH00141,SO0036,1,0,1,0.0,8.0,5.5,5.5,0.0,0,4.98,5.01
2024-01-02,DRV00144,ROUTE00143,VEH00143,SO0036,1,1,0,48.02,8.0,5.7,5.7,0.0,1,4.52,4.45
2024-01-02,DRV00146,ROUTE00145,VEH00148,SO0037,1,1,0,28.16,8.0,6.48,6.48,0.0,1,5.52,6.15
2024-01-02,DRV00147,ROUTE00146,VEH00147,SO0037,2,2,0,243.5,8.0,5.47,5.47,0.0,2,9.28,10.2
2024-01-02,DRV00149,ROUTE00152,VEH00149,SO0038,1,1,0,132.75,8.0,5.25,5.25,0.0,1,3.51,4.3
2024-01-02,DRV00150,ROUTE00150,VEH00152,SO0038,1,1,0,53.73,8.0,6.87,6.87,0.0,1,5.63,6.83
2024-01-02,DRV00151,ROUTE00150,VEH00149,SO0038,1,1,0,48.81,8.0,5.09,5.09,0.0,1,4.92,5.79
2024-01-02,DRV00151,ROUTE00151,VEH00150,SO0038,1,1,0,112.8,8.0,6.49,6.49,0.0,1,5.16,5.11
2024-01-02,DRV00152,ROUTE00151,VEH00150,SO0038,1,1,0,122.54,8.0,6.83,6.83,0.0,1,6.62,7.32
2024-01-02,DRV00152,ROUTE00152,VEH00150,SO0038,1,1,0,110.42,8.0,6.92,6.92,0.0,1,6.78,6.62
2024-01-02,DRV00153,ROUTE00156,VEH00153,SO0039,1,1,0,43.21,8.0,6.77,6.77,0.0,1,6.46,6.8
2024-01-02,DRV00155,ROUTE00156,VEH00153,SO0039,1,1,0,52.03,8.0,4.8,4.8,0.0,1,3.58,4.15
2024-01-02,DRV00156,ROUTE00153,VEH00153,SO0039,1,1,0,34.1,8.0,5.87,5.87,0.0,1,4.2,4.17
2024-01-02,DRV00157,ROUTE00157,VEH00160,SO0040,1,1,0,33.88,8.0,6.02,6.02,0.0,1,6.09,6.97
2024-01-02,DRV00157,ROUTE00160,VEH00159,SO0040,1,1,0,78.73,8.0,7.2,7.2,0.0,1,7.28,8.11
2024-01-02,DRV00160,ROUTE00158,VEH00157,SO0040,1,1,0,28.51,8.0,6.8,6.8,0.0,1,5.97,5.95
2024-01-02,DRV00161,ROUTE00161,VEH00164,SO0041,1,1,0,105.65,8.0,5.96,5.96,0.0,1,4.67,4.82
2024-01-02,DRV00162,ROUTE00164,VEH00162,SO0041,1,1,0,64.51,8.0,7.61,7.61,0.0,1,5.51,6.18
2024-01-02,DRV00163,ROUTE00161,VEH00163,SO0041,1,1,0,98.96,8.0,6.06,6.06,0.0,1,6.88,7.05
2024-01-02,DRV00163,ROUTE00161,VEH00164,SO0041,1,1,0,105.35,8.0,5.77,5.77,0.0,1,6.36,7.35
2024-01-02,DRV00164,ROUTE00164,VEH00164,SO0041,1,0,1,0.0,8.0,5.92,5.92,0.0,0,4.44,5.41
2024-01-02,DRV00165,ROUTE00166,VEH00165,SO0042,1,1,0,59.72,8.0,7.3,7.3,0.0,1,4.05,4.73
2024-01-02,DRV00167,ROUTE00168,VEH00165,SO0042,1,1,0,28.25,8.0,6.97,6.97,0.0,1,3.51,3.71
2024-01-02,DRV00169,ROUTE00169,VEH00170,SO0043,1,1,0,114.23,8.0,6.27,6.27,0.0,1,5.11,5.1
2024-01-02,DRV00172,ROUTE00172,VEH00169,SO0043,1,1,0,52.13,8.0,5.54,5.54,0.0,1,3.55,4.31
2024-01-02,DRV00174,ROUTE00174,VEH00174,SO0044,1,1,0,91.1,8.0,6.52,6.52,0.0,1,4.76,5.51
2024-01-02,DRV00178,ROUTE00177,VEH00178,SO0045,1,1,0,155.27,8.0,7.0,7.0,0.0,1,4.12,5.01
2024-01-02,DRV00179,ROUTE00178,VEH00177,SO0045,1,1,0,75.96,8.0,5.28,5.28,0.0,1,6.21,5.96
